,creation_source,opted_in_to_mailing_list,enabled_for_marketing_drip,org_id,email_domain,prev exp,no. of visits,result,inv_user_status,cr_year,cr_mon,week_no,day
1542,PERSONAL_PROJECTS,0,0,50,gmail.com,0,0,False,uninvited,2012,06,week1,Friday
1543,SIGNUP_GOOGLE_AUTH,0,0,309,gmail.com,0,1,False,uninvited,2012,08,week4,Monday
1544,PERSONAL_PROJECTS,0,0,299,cuvox.de,0,1,False,uninvited,2013,04,week2,Wednesday
1545,ORG_INVITE,0,0,96,qdpsu.com,0,10,True,True,2014,04,week2,Wednesday
1546,SIGNUP,1,0,1,yahoo.com,0,1,False,uninvited,2012,09,week4,Monday
1547,ORG_INVITE,0,0,158,gmail.com,0,1,False,False,2013,03,week4,Saturday
1548,PERSONAL_PROJECTS,0,0,28,jnmxe.com,0,0,False,uninvited,2012,09,week1,Saturday
1549,PERSONAL_PROJECTS,0,0,271,yahoo.com,1,0,False,uninvited,2014,01,week3,Wednesday
1550,GUEST_INVITE,0,0,226,cuvox.de,0,1,False,False,2012,06,week1,Saturday
1551,PERSONAL_PROJECTS,0,0,15,cuvox.de,0,0,False,uninvited,2012,06,week2,Thursday
1552,SIGNUP,1,1,24,gustr.com,0,1,False,uninvited,2012,09,week3,Saturday
1553,ORG_INVITE,0,0,172,gmail.com,0,1,False,False,2012,11,week4,Saturday
1554,SIGNUP,1,0,288,yahoo.com,0,13,True,uninvited,2014,03,week3,Thursday
1555,GUEST_INVITE,0,0,291,yahoo.com,0,0,False,False,2012,12,week2,Friday
1556,SIGNUP,0,0,143,gmail.com,0,1,False,uninvited,2013,03,week3,Friday
1557,SIGNUP,0,1,2,gmail.com,0,1,False,uninvited,2013,07,week3,Monday
1558,ORG_INVITE,0,0,54,cwecb.com,0,1,False,False,2013,09,week3,Sunday
1559,ORG_INVITE,0,0,413,jourrapide.com,1,0,False,False,2014,05,week3,Monday
1560,GUEST_INVITE,0,0,274,gmail.com,0,18,True,False,2012,09,week2,Monday
1561,ORG_INVITE,0,0,93,gmail.com,0,4,False,True,2014,04,week2,Saturday
1562,SIGNUP_GOOGLE_AUTH,0,0,337,gmail.com,0,1,False,uninvited,2013,08,week3,Thursday
1563,SIGNUP_GOOGLE_AUTH,0,0,240,gmail.com,0,2,False,uninvited,2014,05,week2,Wednesday
1564,ORG_INVITE,0,0,126,gustr.com,0,1,False,False,2013,02,week4,Tuesday
1565,ORG_INVITE,0,0,204,yahoo.com,0,1,False,False,2013,06,week2,Monday
1566,ORG_INVITE,0,0,28,biljj.com,0,1,False,False,2014,05,week4,Sunday
1567,SIGNUP_GOOGLE_AUTH,0,0,25,gmail.com,1,1,False,uninvited,2014,05,week3,Friday
1568,SIGNUP,0,0,13,gustr.com,0,1,False,uninvited,2014,04,week2,Monday
1569,SIGNUP,0,0,28,gmail.com,0,1,False,uninvited,2014,01,week3,Thursday
1570,PERSONAL_PROJECTS,1,0,343,hotmail.com,0,2,False,uninvited,2013,08,week1,Thursday
1571,ORG_INVITE,0,0,374,jourrapide.com,0,1,False,False,2014,03,week4,Wednesday
1572,GUEST_INVITE,1,1,98,gustr.com,0,1,False,False,2014,01,week4,Wednesday
1573,SIGNUP,0,0,344,gmail.com,0,1,False,uninvited,2013,04,week2,Friday
1574,ORG_INVITE,1,0,166,yahoo.com,0,0,False,True,2013,11,week4,Saturday
1575,GUEST_INVITE,1,0,5,hotmail.com,0,141,True,True,2013,03,week3,Saturday
1576,ORG_INVITE,0,0,313,hotmail.com,0,1,False,False,2012,08,week2,Sunday
1577,PERSONAL_PROJECTS,0,0,129,gmail.com,0,0,False,uninvited,2014,05,week2,Monday
1578,ORG_INVITE,0,0,85,cuvox.de,0,1,False,True,2013,01,week2,Wednesday
1579,ORG_INVITE,0,0,29,jourrapide.com,0,1,False,False,2014,04,week2,Monday
1580,SIGNUP_GOOGLE_AUTH,1,1,381,gmail.com,0,17,True,uninvited,2014,02,week4,Thursday
1581,PERSONAL_PROJECTS,0,0,1,jourrapide.com,0,0,False,uninvited,2013,07,week4,Wednesday
1582,GUEST_INVITE,0,0,188,gustr.com,0,0,False,False,2014,04,week2,Friday
1583,ORG_INVITE,1,1,108,yahoo.com,0,1,False,False,2014,01,week3,Sunday
1584,GUEST_INVITE,0,0,278,yahoo.com,0,1,False,False,2012,12,week2,Tuesday
1585,GUEST_INVITE,0,0,212,jourrapide.com,0,0,False,False,2013,05,week4,Friday
1586,PERSONAL_PROJECTS,0,0,101,jubsm.com,0,0,False,uninvited,2012,06,week4,Tuesday
1587,GUEST_INVITE,0,0,1,gmail.com,0,1,False,False,2014,02,week4,Monday
1588,ORG_INVITE,0,0,210,cuvox.de,0,0,False,False,2014,05,week1,Tuesday
1589,ORG_INVITE,0,0,41,cuvox.de,0,1,False,False,2014,02,week2,Tuesday
1590,SIGNUP_GOOGLE_AUTH,0,0,13,gmail.com,0,2,False,uninvited,2014,05,week2,Saturday
1591,ORG_INVITE,0,0,374,gmail.com,0,7,True,False,2014,03,week3,Saturday
1592,GUEST_INVITE,0,0,213,gmail.com,0,1,False,False,2013,09,week1,Monday
1593,ORG_INVITE,0,0,199,gmail.com,0,1,False,False,2013,09,week3,Monday
1594,ORG_INVITE,1,1,161,gmail.com,0,1,False,True,2012,11,week2,Tuesday
1595,ORG_INVITE,0,0,161,cuvox.de,0,1,False,True,2012,10,week5,Wednesday
1596,PERSONAL_PROJECTS,0,0,62,jxkfv.com,0,1,False,uninvited,2013,02,week1,Sunday
1597,ORG_INVITE,1,0,332,jourrapide.com,0,35,True,True,2013,04,week3,Thursday
1598,ORG_INVITE,1,0,197,gmail.com,0,1,False,False,2014,02,week4,Wednesday
1599,PERSONAL_PROJECTS,0,1,175,cuvox.de,0,6,False,uninvited,2012,07,week1,Tuesday
1600,ORG_INVITE,0,0,32,yahoo.com,0,1,False,False,2014,02,week2,Wednesday
1601,ORG_INVITE,0,1,104,gmail.com,0,1,False,False,2014,03,week2,Friday
1602,GUEST_INVITE,0,0,64,evtgx.com,0,0,False,True,2013,05,week5,Thursday
1603,ORG_INVITE,0,0,0,yahoo.com,1,1,False,False,2014,02,week1,Monday
1604,PERSONAL_PROJECTS,0,0,75,hotmail.com,0,0,False,uninvited,2014,04,week1,Wednesday
1605,SIGNUP_GOOGLE_AUTH,0,0,3,gmail.com,0,1,False,uninvited,2013,09,week4,Tuesday
1606,ORG_INVITE,0,0,49,hotmail.com,0,1,False,False,2014,02,week1,Sunday
1607,SIGNUP_GOOGLE_AUTH,0,0,3,gmail.com,0,1,False,uninvited,2012,10,week3,Monday
1608,SIGNUP_GOOGLE_AUTH,1,0,26,gmail.com,0,1,False,uninvited,2014,05,week2,Thursday
1609,PERSONAL_PROJECTS,0,0,80,hotmail.com,0,2,False,uninvited,2014,01,week3,Tuesday
1610,SIGNUP_GOOGLE_AUTH,0,0,3,gmail.com,0,1,False,uninvited,2013,10,week4,Friday
1611,ORG_INVITE,0,0,198,yahoo.com,0,0,False,False,2013,03,week3,Monday
1612,GUEST_INVITE,0,0,5,crgak.com,0,1,False,False,2012,09,week1,Monday
1613,ORG_INVITE,1,1,73,gmail.com,0,1,False,False,2014,05,week2,Saturday
1614,PERSONAL_PROJECTS,1,1,288,cuvox.de,0,0,False,uninvited,2013,11,week2,Thursday
1615,ORG_INVITE,0,0,86,cuvox.de,0,1,False,False,2013,11,week3,Monday
1616,SIGNUP_GOOGLE_AUTH,0,0,78,gmail.com,0,304,True,uninvited,2012,12,week1,Sunday
1617,ORG_INVITE,1,0,19,hotmail.com,0,1,False,False,2013,08,week3,Sunday
1618,ORG_INVITE,0,0,41,gmail.com,0,1,False,False,2012,06,week1,Monday
1619,GUEST_INVITE,0,0,329,cuvox.de,0,0,False,False,2012,10,week1,Friday
1620,ORG_INVITE,0,0,243,gustr.com,0,8,False,False,2014,03,week2,Wednesday
1621,ORG_INVITE,0,1,11,gmail.com,0,1,False,False,2013,02,week4,Wednesday
1622,SIGNUP_GOOGLE_AUTH,0,0,79,gmail.com,0,1,False,uninvited,2012,10,week1,Thursday
1623,ORG_INVITE,0,0,139,gmail.com,0,229,True,False,2013,03,week1,Monday
1624,ORG_INVITE,0,0,85,cuvox.de,0,0,False,True,2013,10,week4,Sunday
1625,ORG_INVITE,0,0,19,cuvox.de,0,0,False,False,2014,04,week3,Sunday
1626,SIGNUP_GOOGLE_AUTH,0,0,18,gmail.com,0,1,False,uninvited,2013,03,week3,Sunday
1627,GUEST_INVITE,0,0,106,cuvox.de,0,1,False,False,2014,02,week2,Sunday
1628,SIGNUP_GOOGLE_AUTH,0,0,0,gmail.com,0,1,False,uninvited,2013,02,week3,Friday
1629,GUEST_INVITE,1,0,196,yahoo.com,0,1,False,False,2014,01,week2,Wednesday
1630,ORG_INVITE,0,0,400,hotmail.com,0,0,False,True,2012,10,week1,Saturday
1631,ORG_INVITE,0,0,71,cuvox.de,0,1,False,False,2013,04,week4,Monday
1632,PERSONAL_PROJECTS,0,0,17,yahoo.com,0,1,False,uninvited,2013,11,week3,Friday
1633,SIGNUP,0,0,3,ydtkr.com,1,1,False,uninvited,2012,08,week4,Wednesday
1634,GUEST_INVITE,0,0,194,gmail.com,0,1,False,False,2013,01,week3,Sunday
1635,GUEST_INVITE,1,0,10,yahoo.com,0,1,False,False,2013,03,week1,Monday
1636,SIGNUP,1,1,24,btusf.com,0,1,False,uninvited,2013,09,week3,Sunday
1637,SIGNUP,0,0,165,yahoo.com,0,1,False,uninvited,2012,08,week1,Wednesday
1638,SIGNUP,0,0,32,cuvox.de,0,1,False,uninvited,2012,12,week4,Tuesday
1639,ORG_INVITE,0,0,185,jourrapide.com,0,0,False,True,2013,11,week1,Sunday
1640,GUEST_INVITE,0,0,30,yahoo.com,0,8,True,False,2014,04,week3,Thursday
1641,GUEST_INVITE,0,0,171,yahoo.com,0,0,False,False,2013,08,week5,Friday
1642,SIGNUP,0,0,6,afzjt.com,0,1,False,uninvited,2013,01,week1,Sunday
1643,ORG_INVITE,0,0,284,jourrapide.com,0,1,False,True,2014,04,week4,Friday
1644,ORG_INVITE,1,0,142,yahoo.com,0,1,False,False,2013,01,week1,Monday
1645,ORG_INVITE,0,0,0,cuvox.de,0,1,False,True,2012,06,week5,Friday
1646,ORG_INVITE,0,0,382,hotmail.com,0,0,False,True,2014,05,week2,Saturday
1647,SIGNUP_GOOGLE_AUTH,0,0,27,gmail.com,0,1,False,uninvited,2013,12,week2,Sunday
1648,GUEST_INVITE,0,0,310,gmail.com,0,1,False,False,2013,09,week1,Thursday
1649,ORG_INVITE,0,0,93,urbci.com,0,1,False,False,2013,01,week4,Tuesday
1650,PERSONAL_PROJECTS,1,0,20,yahoo.com,0,0,False,uninvited,2014,02,week2,Wednesday
1651,ORG_INVITE,0,0,189,hotmail.com,0,0,False,False,2013,01,week2,Saturday
1652,GUEST_INVITE,0,0,161,cuvox.de,0,0,False,False,2014,04,week4,Wednesday
1653,ORG_INVITE,0,0,6,gustr.com,0,1,False,False,2013,10,week4,Tuesday
1654,SIGNUP_GOOGLE_AUTH,0,0,10,gmail.com,0,1,False,uninvited,2014,05,week4,Sunday
1655,GUEST_INVITE,0,0,296,yahoo.com,0,1,False,False,2012,06,week3,Tuesday
1656,PERSONAL_PROJECTS,0,0,412,gmail.com,0,0,False,uninvited,2012,10,week5,Monday
1657,SIGNUP,0,0,17,cuvox.de,1,1,False,uninvited,2013,05,week5,Thursday
1658,ORG_INVITE,0,0,266,gmail.com,0,1,False,False,2012,08,week2,Tuesday
1659,SIGNUP,1,1,89,gmail.com,0,1,False,uninvited,2012,10,week2,Sunday
1660,PERSONAL_PROJECTS,0,0,10,bkwgm.com,0,0,False,uninvited,2012,11,week2,Sunday
1661,SIGNUP,0,1,4,yahoo.com,0,1,False,uninvited,2012,10,week1,Tuesday
1662,GUEST_INVITE,0,0,375,cuvox.de,0,119,True,False,2013,07,week2,Saturday
1663,ORG_INVITE,0,0,94,hotmail.com,0,1,False,False,2013,09,week3,Thursday
1664,GUEST_INVITE,0,0,53,jourrapide.com,0,148,True,False,2012,12,week2,Saturday
1665,SIGNUP_GOOGLE_AUTH,0,0,351,gmail.com,1,6,True,uninvited,2013,07,week3,Saturday
1666,ORG_INVITE,0,0,169,cuvox.de,1,0,False,False,2013,05,week4,Monday
1667,ORG_INVITE,0,0,394,gustr.com,0,0,False,False,2013,10,week3,Wednesday
1668,ORG_INVITE,0,0,332,encwc.com,0,1,False,True,2013,09,week4,Thursday
1669,SIGNUP_GOOGLE_AUTH,0,0,328,gmail.com,0,1,False,uninvited,2013,03,week2,Wednesday
1670,SIGNUP_GOOGLE_AUTH,0,0,306,gmail.com,0,6,True,uninvited,2013,06,week1,Monday
1671,SIGNUP,0,0,214,gmail.com,0,8,True,uninvited,2013,02,week3,Tuesday
1672,SIGNUP,0,1,38,hotmail.com,0,1,False,uninvited,2013,10,week4,Saturday
1673,ORG_INVITE,0,0,18,qvhxs.com,0,0,False,False,2013,05,week4,Saturday
1674,SIGNUP,0,0,144,hotmail.com,0,1,False,uninvited,2012,09,week4,Saturday
1675,SIGNUP,0,0,394,gustr.com,0,1,False,uninvited,2013,02,week3,Sunday
1676,ORG_INVITE,0,0,273,yahoo.com,0,1,False,True,2014,02,week1,Tuesday
1677,PERSONAL_PROJECTS,0,0,9,yahoo.com,0,0,False,uninvited,2012,11,week2,Thursday
1678,ORG_INVITE,0,0,98,hotmail.com,1,1,False,False,2013,08,week1,Friday
1679,PERSONAL_PROJECTS,0,0,89,yahoo.com,0,1,False,uninvited,2012,10,week4,Thursday
1680,PERSONAL_PROJECTS,0,0,110,gmail.com,0,9,True,uninvited,2014,03,week1,Thursday
1681,ORG_INVITE,1,0,241,gmail.com,0,0,False,False,2014,04,week2,Thursday
1682,ORG_INVITE,1,0,227,yahoo.com,0,1,False,False,2014,04,week3,Friday
1683,ORG_INVITE,0,0,205,yahoo.com,0,1,False,False,2013,12,week4,Tuesday
1684,ORG_INVITE,0,0,123,oxxwq.com,0,3,False,False,2014,01,week3,Saturday
1685,SIGNUP,0,0,29,jourrapide.com,0,1,False,uninvited,2013,12,week4,Saturday
1686,PERSONAL_PROJECTS,1,0,162,gustr.com,0,1,False,uninvited,2013,08,week2,Thursday
1687,ORG_INVITE,0,0,375,hotmail.com,0,1,False,False,2013,05,week4,Thursday
1688,SIGNUP,1,1,54,hotmail.com,0,4,False,uninvited,2014,04,week1,Sunday
1689,ORG_INVITE,0,0,282,yahoo.com,0,46,True,False,2013,09,week5,Sunday
1690,PERSONAL_PROJECTS,1,0,57,gmail.com,0,3,False,uninvited,2013,10,week1,Tuesday
1691,SIGNUP_GOOGLE_AUTH,0,0,32,gmail.com,0,1,False,uninvited,2013,06,week3,Saturday
1692,SIGNUP_GOOGLE_AUTH,0,1,50,gmail.com,0,289,True,uninvited,2012,05,week5,Thursday
1693,PERSONAL_PROJECTS,1,1,66,hotmail.com,0,102,True,uninvited,2013,02,week1,Thursday
1694,SIGNUP,0,0,18,hsskw.com,0,1,False,uninvited,2013,09,week5,Sunday
1695,PERSONAL_PROJECTS,0,0,89,cuvox.de,0,0,False,uninvited,2014,05,week1,Monday
1696,SIGNUP_GOOGLE_AUTH,0,0,410,gmail.com,0,1,False,uninvited,2012,07,week2,Tuesday
1697,ORG_INVITE,1,1,251,jourrapide.com,0,1,False,False,2014,02,week4,Friday
1698,ORG_INVITE,0,0,374,cmbwg.com,1,1,False,False,2014,04,week1,Saturday
1699,PERSONAL_PROJECTS,1,0,52,yahoo.com,0,1,False,uninvited,2013,07,week4,Saturday
1700,SIGNUP,0,0,66,hotmail.com,0,1,False,uninvited,2013,10,week5,Tuesday
1701,ORG_INVITE,1,1,97,gmail.com,0,6,False,False,2013,04,week1,Saturday
1702,ORG_INVITE,0,0,8,yahoo.com,0,0,False,False,2013,02,week4,Tuesday
1703,PERSONAL_PROJECTS,0,0,298,cuvox.de,0,0,False,uninvited,2012,11,week2,Saturday
1704,GUEST_INVITE,0,0,74,yahoo.com,0,1,False,False,2013,05,week4,Monday
1705,ORG_INVITE,0,1,224,jfvoj.com,0,4,False,False,2014,05,week3,Thursday
1706,PERSONAL_PROJECTS,0,1,391,yqitt.com,0,1,False,uninvited,2012,12,week4,Thursday
1707,GUEST_INVITE,0,0,22,hotmail.com,0,2,False,False,2012,09,week4,Sunday
1708,SIGNUP,0,0,161,hotmail.com,0,254,True,uninvited,2012,08,week4,Tuesday
1709,SIGNUP,0,0,50,gmail.com,0,1,False,uninvited,2014,04,week1,Sunday
1710,SIGNUP,0,0,284,hotmail.com,0,1,False,uninvited,2013,11,week1,Monday
1711,PERSONAL_PROJECTS,1,1,4,jourrapide.com,0,0,False,uninvited,2014,02,week2,Friday
1712,PERSONAL_PROJECTS,0,0,365,jourrapide.com,0,0,False,uninvited,2013,06,week2,Wednesday
1713,ORG_INVITE,0,0,196,jourrapide.com,0,31,True,False,2013,05,week1,Tuesday
1714,GUEST_INVITE,1,1,414,gustr.com,0,1,False,False,2012,08,week3,Friday
1715,ORG_INVITE,1,0,316,yahoo.com,0,18,True,True,2014,02,week2,Wednesday
1716,ORG_INVITE,0,0,40,gustr.com,1,11,True,False,2014,03,week4,Thursday
1717,ORG_INVITE,0,0,281,yahoo.com,0,1,False,True,2013,10,week2,Wednesday
1718,SIGNUP,0,0,165,hotmail.com,0,1,False,uninvited,2014,05,week2,Thursday
1719,PERSONAL_PROJECTS,1,1,84,gustr.com,0,5,False,uninvited,2013,12,week1,Saturday
1720,ORG_INVITE,1,0,1,jourrapide.com,0,1,False,False,2013,12,week4,Wednesday
1721,ORG_INVITE,0,0,192,yahoo.com,0,79,True,False,2012,11,week1,Sunday
1722,PERSONAL_PROJECTS,1,0,386,nndca.com,1,0,False,uninvited,2013,01,week2,Saturday
1723,PERSONAL_PROJECTS,0,0,171,yahoo.com,0,0,False,uninvited,2013,08,week1,Friday
1724,ORG_INVITE,0,0,279,jourrapide.com,0,1,False,False,2014,05,week4,Friday
1725,SIGNUP_GOOGLE_AUTH,0,0,77,gmail.com,0,8,True,uninvited,2013,01,week1,Friday
1726,SIGNUP,1,0,112,yahoo.com,0,1,False,uninvited,2013,05,week2,Wednesday
1727,GUEST_INVITE,0,0,413,yxpja.com,0,1,False,False,2012,06,week1,Sunday
1728,SIGNUP,0,0,49,jourrapide.com,0,1,False,uninvited,2014,03,week3,Wednesday
1729,GUEST_INVITE,0,0,177,gmail.com,0,76,True,False,2013,12,week4,Sunday
1730,ORG_INVITE,0,0,413,fpjbb.com,0,1,False,False,2013,04,week3,Thursday
1731,PERSONAL_PROJECTS,0,0,179,cuvox.de,0,0,False,uninvited,2012,08,week1,Friday
1732,ORG_INVITE,0,0,69,yahoo.com,0,0,False,False,2013,03,week4,Tuesday
1733,ORG_INVITE,1,1,19,gmail.com,1,1,False,False,2014,01,week4,Sunday
1734,SIGNUP_GOOGLE_AUTH,0,1,2,gmail.com,0,1,False,uninvited,2012,08,week4,Saturday
1735,PERSONAL_PROJECTS,0,0,239,hotmail.com,0,0,False,uninvited,2013,11,week1,Wednesday
1736,ORG_INVITE,0,0,89,cuvox.de,0,1,False,True,2013,04,week1,Friday
1737,GUEST_INVITE,0,0,14,gmail.com,0,1,False,False,2012,06,week5,Friday
1738,SIGNUP,0,0,89,wjfxx.com,0,1,False,uninvited,2014,01,week2,Thursday
1739,GUEST_INVITE,1,1,316,yahoo.com,0,55,True,False,2013,10,week5,Tuesday
1740,ORG_INVITE,0,0,33,yahoo.com,0,4,False,False,2014,03,week2,Monday
1741,ORG_INVITE,1,0,0,yahoo.com,0,3,False,False,2014,02,week4,Tuesday
1742,SIGNUP,0,0,85,gustr.com,0,1,False,uninvited,2013,10,week4,Wednesday
1743,PERSONAL_PROJECTS,0,0,130,cuvox.de,0,0,False,uninvited,2014,03,week1,Monday
1744,GUEST_INVITE,0,0,119,gmail.com,0,0,False,False,2013,04,week3,Monday
1745,ORG_INVITE,0,0,319,cuvox.de,0,1,False,False,2014,04,week2,Sunday
1746,ORG_INVITE,0,0,3,cuvox.de,0,1,False,False,2012,06,week2,Tuesday
1747,PERSONAL_PROJECTS,1,1,264,egtdh.com,0,1,False,uninvited,2013,06,week1,Friday
1748,ORG_INVITE,0,0,313,cuvox.de,0,0,False,False,2013,12,week4,Tuesday
1749,ORG_INVITE,1,1,159,yahoo.com,0,0,False,True,2013,02,week1,Tuesday
1750,GUEST_INVITE,0,0,280,rldgx.com,0,1,False,False,2014,01,week4,Monday
1751,GUEST_INVITE,1,0,264,yahoo.com,0,0,False,False,2012,11,week4,Friday
1752,PERSONAL_PROJECTS,0,0,233,gmail.com,0,3,False,uninvited,2013,09,week4,Friday
1753,SIGNUP_GOOGLE_AUTH,1,1,222,gmail.com,0,167,True,uninvited,2012,10,week1,Sunday
1754,ORG_INVITE,0,0,312,gmail.com,0,0,False,False,2014,01,week4,Thursday
1755,ORG_INVITE,0,0,30,jourrapide.com,0,0,False,True,2012,12,week4,Wednesday
1756,GUEST_INVITE,0,0,414,gmail.com,0,1,False,False,2014,01,week5,Wednesday
1757,GUEST_INVITE,0,0,105,gmail.com,0,19,True,True,2012,08,week4,Friday
1758,GUEST_INVITE,0,0,221,xboqn.com,1,26,True,False,2013,11,week1,Saturday
1759,SIGNUP,0,0,69,gustr.com,0,1,False,uninvited,2013,05,week2,Thursday
1760,GUEST_INVITE,0,0,14,yahoo.com,0,0,False,True,2014,04,week1,Friday
1761,GUEST_INVITE,0,0,187,gmail.com,0,0,False,False,2013,10,week1,Monday
1762,ORG_INVITE,1,1,86,gmail.com,0,1,False,False,2014,01,week3,Monday
1763,GUEST_INVITE,0,0,0,gustr.com,0,1,False,False,2013,06,week4,Friday
1764,SIGNUP_GOOGLE_AUTH,0,0,164,gmail.com,0,1,False,uninvited,2013,04,week2,Monday
1765,PERSONAL_PROJECTS,1,0,16,jourrapide.com,0,0,False,uninvited,2013,12,week5,Tuesday
1766,SIGNUP,1,1,38,hotmail.com,0,0,False,uninvited,2014,01,week1,Monday
1767,GUEST_INVITE,0,0,10,cuvox.de,0,1,False,False,2013,03,week4,Wednesday
1768,SIGNUP_GOOGLE_AUTH,0,0,31,gmail.com,0,452,True,uninvited,2012,11,week4,Friday
1769,GUEST_INVITE,0,0,172,hotmail.com,0,142,True,True,2013,09,week2,Friday
1770,SIGNUP,0,0,104,gustr.com,0,1,False,uninvited,2014,03,week4,Friday
1771,PERSONAL_PROJECTS,0,0,413,gustr.com,0,0,False,uninvited,2014,05,week4,Saturday
1772,ORG_INVITE,0,0,26,gustr.com,0,1,False,False,2013,10,week2,Sunday
1773,SIGNUP,0,1,386,jourrapide.com,0,1,False,uninvited,2012,08,week1,Wednesday
1774,PERSONAL_PROJECTS,1,1,327,cuvox.de,0,0,False,uninvited,2012,08,week2,Monday
1775,GUEST_INVITE,0,1,185,wcwee.com,0,0,False,True,2014,05,week4,Wednesday
1776,SIGNUP,0,0,391,hotmail.com,0,1,False,uninvited,2013,10,week5,Thursday
1777,SIGNUP,0,0,324,mwxzf.com,1,0,False,uninvited,2014,03,week3,Thursday
1778,ORG_INVITE,0,0,115,gustr.com,0,1,False,False,2014,05,week5,Thursday
1779,ORG_INVITE,0,0,23,cuvox.de,0,0,False,False,2012,12,week4,Tuesday
1780,GUEST_INVITE,1,0,9,yahoo.com,0,102,True,False,2013,09,week4,Saturday
1781,ORG_INVITE,1,1,43,jourrapide.com,0,1,False,False,2013,12,week3,Wednesday
1782,ORG_INVITE,0,0,7,jourrapide.com,0,272,True,False,2013,04,week4,Sunday
1783,SIGNUP_GOOGLE_AUTH,0,0,149,gmail.com,0,5,False,uninvited,2014,03,week4,Saturday
1784,ORG_INVITE,0,0,5,yahoo.com,0,1,False,False,2013,06,week1,Wednesday
1785,PERSONAL_PROJECTS,1,0,10,cuvox.de,0,217,True,uninvited,2012,12,week1,Wednesday
1786,GUEST_INVITE,0,0,159,yahoo.com,0,3,False,False,2013,05,week5,Wednesday
1787,SIGNUP,1,0,104,hotmail.com,1,1,False,uninvited,2013,06,week4,Monday
1788,SIGNUP_GOOGLE_AUTH,0,0,21,gmail.com,0,1,False,uninvited,2014,01,week4,Friday
1789,PERSONAL_PROJECTS,0,1,5,yahoo.com,0,0,False,uninvited,2014,05,week2,Wednesday
1790,ORG_INVITE,0,0,100,yahoo.com,0,1,False,False,2013,08,week5,Friday
1791,GUEST_INVITE,0,0,31,gmail.com,0,1,False,False,2013,05,week5,Wednesday
1792,ORG_INVITE,0,0,0,xeaou.com,0,1,False,False,2014,05,week4,Thursday
1793,SIGNUP_GOOGLE_AUTH,1,0,39,gmail.com,0,1,False,uninvited,2013,05,week1,Thursday
1794,ORG_INVITE,1,1,85,gmail.com,0,1,False,True,2013,04,week3,Wednesday
1795,GUEST_INVITE,1,0,3,yahoo.com,0,1,False,False,2014,03,week3,Tuesday
1796,PERSONAL_PROJECTS,1,0,0,yahoo.com,0,1,False,uninvited,2012,07,week1,Sunday
1797,GUEST_INVITE,1,0,145,jourrapide.com,0,0,False,False,2013,07,week4,Saturday
1798,ORG_INVITE,0,0,308,cwgpf.com,0,1,False,True,2014,03,week4,Sunday
1799,PERSONAL_PROJECTS,1,0,2,jourrapide.com,0,0,False,uninvited,2012,09,week4,Friday
1800,ORG_INVITE,1,0,271,hexcr.com,0,0,False,False,2013,08,week4,Wednesday
1801,PERSONAL_PROJECTS,1,1,341,gbmfn.com,0,0,False,uninvited,2013,05,week1,Thursday
1802,SIGNUP,0,0,6,gmail.com,0,1,False,uninvited,2013,01,week4,Saturday
1803,GUEST_INVITE,0,0,247,gmail.com,0,1,False,False,2013,01,week1,Sunday
1804,GUEST_INVITE,0,0,333,jourrapide.com,0,1,False,False,2013,01,week3,Sunday
1805,ORG_INVITE,0,0,27,hotmail.com,0,1,False,False,2012,06,week2,Friday
1806,ORG_INVITE,0,0,4,hotmail.com,0,1,False,False,2012,06,week4,Thursday
1807,GUEST_INVITE,0,0,3,yahoo.com,0,1,False,False,2013,11,week4,Friday
1808,PERSONAL_PROJECTS,0,0,165,hotmail.com,0,0,False,uninvited,2012,12,week1,Wednesday
1809,ORG_INVITE,0,0,299,yahoo.com,0,1,False,False,2012,06,week2,Sunday
1810,SIGNUP_GOOGLE_AUTH,1,1,33,gmail.com,0,593,True,uninvited,2012,06,week3,Tuesday
1811,SIGNUP,0,0,33,yahoo.com,0,1,False,uninvited,2013,02,week1,Monday
1812,PERSONAL_PROJECTS,0,0,24,moiyt.com,0,1,False,uninvited,2013,08,week1,Friday
1813,SIGNUP_GOOGLE_AUTH,0,0,59,gmail.com,0,1,False,uninvited,2012,09,week1,Monday
1814,PERSONAL_PROJECTS,0,1,1,gmail.com,1,0,False,uninvited,2013,01,week2,Monday
1815,SIGNUP,0,0,83,gmail.com,0,13,True,uninvited,2014,03,week1,Sunday
1816,ORG_INVITE,1,1,317,jourrapide.com,0,1,False,True,2013,01,week4,Sunday
1817,ORG_INVITE,0,0,21,hotmail.com,0,1,False,False,2013,05,week5,Friday
1818,ORG_INVITE,1,0,17,gmail.com,0,1,False,False,2013,06,week3,Friday
1819,ORG_INVITE,0,0,25,yahoo.com,0,19,True,False,2013,07,week1,Wednesday
1820,SIGNUP,1,1,160,gmail.com,0,242,True,uninvited,2013,01,week4,Saturday
1821,SIGNUP,0,0,253,fkhiq.com,0,470,True,uninvited,2012,08,week1,Sunday
1822,GUEST_INVITE,0,0,140,cuvox.de,0,4,False,False,2014,03,week3,Friday
1823,ORG_INVITE,0,0,38,cuvox.de,0,0,False,False,2012,11,week3,Wednesday
1824,GUEST_INVITE,0,0,65,jourrapide.com,1,153,True,False,2013,03,week4,Saturday
1825,ORG_INVITE,1,1,207,gmail.com,0,1,False,True,2012,10,week4,Monday
